order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ord_8f99a97d4dc2f959bb04bf49,2,prod_b09eee3ec2f5d76b9f2a6b00,sell_9a9432ccf5224b3772035a6b,2025-08-08 20:36:38.086605,222.67,4.78
ord_88c500954f6028bf8f19bdc7,1,prod_e2319f99cfc7a08e284a0cda,sell_bd36836ab00193d6476e1c5f,2025-07-17 15:10:06.880588,1406.84,68.01
ord_1c2190a0178cd0094d3046e7,1,prod_02f8245c0f50c27f48af17d2,sell_b505eefc40d352645e10b3d8,2025-08-04 22:06:21.150189,114.58,7.91
ord_10cdbbeb789319cacbe68bda,1,prod_76429ffc6ed41eb632b76cef,sell_baa68238149541d2696d7403,2025-07-31 06:41:21.736849,12.16,1.78
ord_10cdbbeb789319cacbe68bda,2,prod_f8866e44014c6260ae73952a,sell_ed9470442404a48a01c3e273,2025-08-02 20:24:22.271190,80.28,5.23
ord_5b134b47c940381386a4dd8c,1,prod_69af16dbb361dfdeab3bd008,sell_46091a689d71bb26040c3568,2025-07-19 21:42:37.243777,75.52,0.72
ord_5b134b47c940381386a4dd8c,2,prod_f580b230b142374370227053,sell_976d2d3e5530e30a1498b1d1,2025-07-30 08:34:34.709248,35.69,1.05
ord_15be1a3a66ed5b52666552ce,1,prod_2e62bf5a1dd148e91d8178ce,sell_53bb4fc53ebada9147ad469a,2025-07-14 02:40:30.884543,1602.08,306.67
ord_28ddbb60eaa862ec3706f579,1,prod_1dfd40775e16be6033b29b45,sell_b4af06c7515c3e40980ad6d4,2025-07-27 02:18:15.543044,1696.57,212.02
ord_f474e5861d8ed4f6f8288914,1,prod_354efa4ae41b4da1e41674d6,sell_5aec6fb733f5a8bffd293f5a,2025-07-14 22:51:28.621584,55.22,6.12
ord_06e8aace7b6a7ffe470ddd54,1,prod_3c4506b2367de68a237be376,sell_dd3aa10f7918697753f140e9,2025-07-15 02:06:28.193228,1358.25,208.28
ord_1fd148ad9ae2a0671d5992b0,1,prod_5c2837437b3361f568e609b3,sell_df1957e962f87c7c0af51ebf,2025-08-01 23:23:06.918781,99.9,10.19
ord_1fd148ad9ae2a0671d5992b0,2,prod_fbb47132ac11ff28fb423e64,sell_2d847f455c1a27c16fe29cb3,2025-07-31 13:08:15.735345,351.37,18.02
ord_f11fe9b35f8f448ea5f31530,1,prod_e89456a3a50fa43deac50d29,sell_e046568d85201bbf4284746a,2025-07-24 00:06:38.884839,80.5,12.34
ord_d6b0963d36242f960d120fad,1,prod_e78b07de1afe5bf41ea7f5ad,sell_dd3aa10f7918697753f140e9,2025-07-14 21:00:48.701517,282.9,37.18
ord_0fe6081750f7b15b2b484a26,1,prod_cfe95bbe85b8129c82697c44,sell_b7a872fa883f3d1fe95481c8,2025-08-04 18:48:37.530205,230.52,43.95
ord_0fe6081750f7b15b2b484a26,2,prod_aaabee2d9702005dd1871e7d,sell_000175de7d51b680e3a52516,2025-08-08 13:29:27.026286,210.89,34.72
ord_75cad6828fd5012e0cacff55,1,prod_5d200acf1508c3d1c990774b,sell_b7c37f0dda623dec7aa48120,2025-08-10 18:06:36.997963,1015.31,7.0
ord_8c7fecb3dc2c12577ada6cbe,1,prod_85073f80056c23eaf9129406,sell_b6dfefa85cf0252148cfd480,2025-07-28 23:23:46.117145,53.19,2.24
ord_8c7fecb3dc2c12577ada6cbe,2,prod_2d8fdc88fd07cd83c591912f,sell_f02c12408752a06dc0450923,2025-07-27 19:24:35.402429,460.8,16.22
ord_8c7fecb3dc2c12577ada6cbe,3,prod_5273fa1885e8db94eb7df153,sell_6878dc3287d83eadcc367e78,2025-07-29 23:41:08.945139,163.84,7.41
ord_bbfeac159bdc845ff8cba940,1,prod_35500fdfe498406d9639f561,sell_371a6579e774e7a38c9cb986,2025-07-20 08:37:45.752583,1140.94,73.7
ord_9abe29ebbffa3cac74957d66,1,prod_36471ec2f24cdc58a8df5f90,sell_e1efe68275b802f2756f905f,2025-07-23 08:33:19.335640,1074.79,57.8
ord_f7c36445d6ccb8fa72d0da91,1,prod_6de96d356faba883fd113c9c,sell_c245f3e62d0ebd3441782d9e,2025-07-21 13:05:00.388017,209.67,12.06
ord_f7c36445d6ccb8fa72d0da91,2,prod_504b00144b2167a2b089be71,sell_cb842f562feaeb983f477178,2025-08-01 07:33:23.599545,65.96,0.22
ord_c2df4e7e7984af108c13e953,1,prod_82088566dd63c2c5c9881ff5,sell_e2b49aa8798e5aa1627c0018,2025-07-19 15:13:00.685560,1441.9,22.67
ord_c5712da0de5cb962d817f687,1,prod_5655dd5c4190f1496528e55a,sell_30d0378769f56fcb5ca33c15,2025-08-05 08:06:06.410970,43.88,3.97
ord_87891c38b48e2af33ade1036,1,prod_8801c0963db3910c5c60ef4f,sell_31e6abe38db9b8a271a6aeb8,2025-07-29 18:42:14.033081,1995.72,309.05
ord_986f7713f8c1ff0aff12f5f5,1,prod_66fa04323d186b6f32c5a3aa,sell_3a45fde81af6bce7480dcdde,2025-07-28 12:21:38.674402,233.64,43.72
ord_8fcb7bc2787f2b4d08cc137b,1,prod_805337e75cbccf0c30400155,sell_425df08e44e7146af0f70831,2025-07-16 08:59:51.158684,6.12,1.06
ord_8fcb7bc2787f2b4d08cc137b,2,prod_27548ad9e84ec736195797da,sell_6d84d10a8c577fb8e8f1a55d,2025-07-31 12:36:11.831260,251.39,2.69
ord_4a73268100b64a339594ae2d,1,prod_b22e650dae90b06e656c9524,sell_6a67e0b57c396115a59f6e60,2025-08-09 08:08:23.735715,295.63,54.61
ord_fec27828fce6682994b48de4,1,prod_848f7ef42a9b6fa0e1fdf4f8,sell_0c1a789ebc82729bd74e6293,2025-07-22 14:14:50.527351,199.33,13.05
ord_fec27828fce6682994b48de4,2,prod_dd2483c5bfae117c80fd5ec7,sell_bbc85540d83f002c45d4e390,2025-07-31 08:45:36.948167,19.11,1.73
ord_0eae848557250c5e1d87e3d1,1,prod_1abad3231da675bd9e3d7670,sell_8b37c4ca6cc2c114296eedec,2025-07-14 22:25:09.341325,1275.76,218.47
ord_0eae848557250c5e1d87e3d1,2,prod_067f9581c6202f58f316b301,sell_cb21691262a65e75c33afd8c,2025-07-25 16:43:31.185246,401.31,54.91
ord_0eae848557250c5e1d87e3d1,3,prod_35b5df1c2343c2ef8f3953bd,sell_e4f1c03c5a3e66f83a1cd6ff,2025-08-01 06:40:22.767979,540.32,28.68
ord_899c2304a7eb225f3d6b10d0,1,prod_e8987a91d560a92bc534db77,sell_baa312f1f6b36f8fe590dade,2025-08-10 15:46:25.507542,863.06,163.29
ord_8ff2efa11b31558ad9f839cc,1,prod_e43fb46122c7473be06229cd,sell_6353ed200e032d4a64f72626,2025-07-19 06:20:23.002301,30.88,5.65
ord_a673f80db8bb3e289aae24d8,1,prod_9a59b18b252922e5729aa329,sell_b5a0c7d2c9efb04a36298b18,2025-08-08 09:39:56.882297,243.03,1.0
ord_b0c4d336b7e6414add436601,1,prod_7f8960c06a00dbab47cfa5a9,sell_32734f27b2619d105389c6fa,2025-07-26 02:29:59.038999,289.9,13.29
ord_e6637b90d8a2a77869d69e2d,1,prod_02fce6b131c3c80bdcf17c77,sell_244058ead52e1a6a0e4ca85b,2025-08-08 04:18:47.302571,270.08,1.96
ord_4e9f3572182c904de6284093,1,prod_f626b02028870b671521397b,sell_ff237197e06d3c6ff08812a3,2025-07-11 22:56:56.273037,397.64,57.01
ord_ed31d807dfa30806961628aa,1,prod_0e43e35979284bb8b2e31d3c,sell_debdf6f0847012e60d684aab,2025-07-22 14:25:55.047940,916.39,179.85
ord_7dbc610574dbbd9c78ca3d9e,1,prod_b868e9aa20123afe3b71b60d,sell_bad107e313722c26995c2044,2025-08-03 20:32:43.442440,1551.9,307.13
ord_7dbc610574dbbd9c78ca3d9e,2,prod_3a84597b841105b83e561f6c,sell_6da4241480a1af5309ecee0b,2025-08-07 17:49:19.555434,985.77,137.98
ord_7dbc610574dbbd9c78ca3d9e,3,prod_5a792f36f4f9242a6fb5133a,sell_264598e31d8de89649c087ab,2025-08-02 22:04:22.367741,498.47,31.14
ord_8eff87d2cedc65a47e9dbd31,1,prod_1634b7bc578b907704bfdf72,sell_230b518f59b05e5bd96c321c,2025-07-19 16:06:32.046278,584.19,88.94
ord_245e2fd1d89f24ce99a5004d,1,prod_efdfd6c194b36157810afbea,sell_92dcf2aa728c6762fd866a5f,2025-07-15 09:46:12.864779,157.04,11.54
ord_245e2fd1d89f24ce99a5004d,2,prod_553b084aad0480f40a5d0e96,sell_b3f17a95b84e5bb2c880c9c5,2025-07-25 16:51:16.486926,1707.97,87.51
ord_245e2fd1d89f24ce99a5004d,3,prod_b5a207ab6cc1828a01fdc1ca,sell_3a39d56d1285045134e2f531,2025-07-29 13:53:02.991925,88.53,2.4
ord_d9b1ebe251998a245a16d0ef,1,prod_f7b5821dc6bebab3cd6d770a,sell_bec16d51c60b8b6d1d57ccac,2025-07-14 20:58:28.170914,66.61,6.6
ord_88004129609321d4244e0056,1,prod_74ff2395471fe923daa593cb,sell_89f77472e7a3beae428f6d4e,2025-07-31 22:58:28.973361,372.97,59.22
ord_2b35a51a1bbc9644a12e77dc,1,prod_90084f6a403232f46db4b6da,sell_1ec7f7f21238f90697340496,2025-08-04 22:52:57.011415,432.14,73.13
ord_a0b602d4d64564226f607008,1,prod_2923294689768bc525caf81c,sell_30d0378769f56fcb5ca33c15,2025-08-04 16:41:25.385819,11.34,1.03
ord_a0b602d4d64564226f607008,2,prod_13f96f52e2584466b8ee3ebd,sell_be6287e21ac2cb5e90a9ab8f,2025-08-04 09:51:07.802971,98.54,5.28
ord_84501a29488adaeb3376c2f7,1,prod_0188cab1e5a9c4cd20243518,sell_3dec6aa795f3e7f2362c2ce9,2025-07-21 19:02:53.780103,244.67,19.2
ord_84501a29488adaeb3376c2f7,2,prod_7e191d8d5588961aab369c3f,sell_b596c36f2be9a32cfdfe3770,2025-08-07 16:55:20.200350,123.19,5.9
ord_84501a29488adaeb3376c2f7,3,prod_5ab683fb8c3634d4346747d7,sell_70a30f2d2bb7a14634ebb5d8,2025-07-26 21:52:30.344549,352.33,14.4
ord_0ea853f562860c2b1995d88e,1,prod_158fc2d75202697d1a23608c,sell_4f1fb921b8e85845b44cfc77,2025-07-30 18:17:01.332858,172.13,0.44
ord_0ea853f562860c2b1995d88e,2,prod_8331b1f3340a5bc96f54f874,sell_ea7f81d511f23dd813c12a82,2025-08-05 19:28:48.450590,444.48,58.21
ord_0ea853f562860c2b1995d88e,3,prod_3cb4ce01a2d37ff48cd0b3e0,sell_930f251b2ff6ae51b24dddd1,2025-07-24 06:45:08.033860,1253.51,27.77
ord_19549d9678e9116aeb44fdd8,1,prod_2d4beae5e23bcd76836d0233,sell_e997e8d762ab1aa091cc2afb,2025-07-12 13:04:36.733622,82.05,4.36
ord_19549d9678e9116aeb44fdd8,2,prod_f18b16dcdaab4d69317f80bd,sell_c7c817debb40ca46be306b32,2025-07-20 10:59:29.341927,580.98,68.58
ord_d03a6ab982b6ca45cb7d6b10,1,prod_3947163227de99611227820c,sell_00b8572a61cdef9620849a7a,2025-07-14 21:04:07.818977,26.51,1.76
ord_d03a6ab982b6ca45cb7d6b10,2,prod_a022389ef5ea3a5a955e297f,sell_6f5c591a71dd651886bfea5c,2025-08-03 16:13:43.482852,1231.73,17.65
ord_cd68f681a557a25a793da73c,1,prod_55742f6ed883baae0b98f38e,sell_2d58859b5e0c01c27be0eaac,2025-07-20 01:59:34.212787,264.81,37.6
ord_bbe781e3d3161e41f929a972,1,prod_1625bb92d8e42388e4406b3c,sell_960fbebd151dc287ed514e05,2025-07-16 05:49:25.622297,500.95,33.5
ord_bbe781e3d3161e41f929a972,2,prod_ff09d6e547ec22369c439679,sell_e53271102a9d16c7cea57e4b,2025-08-06 11:55:34.374532,754.44,12.22
ord_4b1bbb0df90dc2cecfa46d53,1,prod_1a63f9257fe17153d6a2ded3,sell_19c2a012a5f119b2b3782143,2025-08-02 16:57:17.939553,17.56,2.6
ord_4b1bbb0df90dc2cecfa46d53,2,prod_eae0c6015473c34f1a8f927c,sell_1aa5b98e19f89c3866b6bcbf,2025-07-18 15:00:26.230985,266.41,1.24
ord_3862f75a36ead092168a5955,1,prod_c4c1d015f1af4d9e801e583e,sell_d97d72ddb89414548ff1987a,2025-07-19 03:23:34.087394,49.6,8.24
ord_9f1c4ee12b1cbae6c9219f3f,1,prod_261525f90491731cb1b68ecb,sell_db39782b4c702a896871f89f,2025-08-05 15:32:07.181263,201.48,15.3
ord_33df458e8802e366ac86673d,1,prod_89c4815d5ad0bc73cb368d92,sell_c70fa4c3313e3e64708a2da4,2025-07-30 23:11:11.939554,639.51,124.79
ord_2c0b7bfdb31c5a3da4c30507,1,prod_38d14f5b0696ee399af0ae21,sell_2a56a07951855105715c8d5f,2025-08-06 20:54:41.128232,1554.51,261.26
ord_bfd24b564de84a1f19513d4a,1,prod_a8d16cc319426b401c0f3e7f,sell_d8a28570b35e1b213d13039e,2025-08-08 10:55:39.380334,335.3,58.52
ord_74216ca53032ee307603482c,1,prod_6b773ef4426d870341c49d9f,sell_bdf1747b99780732f0c95b9e,2025-07-17 09:24:38.436531,714.85,18.37
ord_d0c522670235646bb1d97d0e,1,prod_e0caf25f2946047be5366a41,sell_52a6cdbe3cba8ce02353aad3,2025-07-17 17:08:49.382105,166.06,19.07
ord_dae2fe8ba13b76f7996fdd74,1,prod_37314196397c84c466ab3bb0,sell_94876151fa53414807a871ac,2025-08-02 17:40:10.362741,20.7,0.51
ord_aa7d29b3ded07b32db71a5f8,1,prod_0a7b5ac5d2d98eeddb875f0c,sell_d4c24e1f2f4876d287020703,2025-08-10 20:25:43.695304,115.69,7.66
ord_bbe7a2fb2015df81c3ce11ac,1,prod_09a8b579508d35e5d98f0ee4,sell_2a1fabf1485cd679b446fe5e,2025-07-25 04:27:57.838489,402.68,13.14
ord_53b4fd1b1577fefc0f9b0101,1,prod_af743106bbd1b1dc378f5b8c,sell_78384028e467bbd04afef740,2025-08-04 03:45:59.653938,223.64,39.08
ord_ab749742456e1d1e56f4508f,1,prod_bd1337401e8dcbc9062339e1,sell_e263033dd59b411e18ea2cf9,2025-08-09 16:56:49.208512,191.07,35.84
ord_58a456ec9c3e802d6dfbf838,1,prod_96b0bbe79ae9ec5bb2c1151d,sell_21ad0345d3626fa04a1991df,2025-07-28 16:29:44.233996,103.54,18.84
ord_75e88859aa867b606a4f0ec4,1,prod_c11706d22be88cfabb81f43e,sell_efed1c01acfc221437f0f9a3,2025-07-28 23:11:30.032438,918.22,28.66
ord_75e88859aa867b606a4f0ec4,2,prod_f9e2d5ee92c7f1637f743645,sell_3f3a7685dcaef3ec780ad526,2025-07-26 14:36:16.113583,149.87,16.86
ord_2314db9e7e32293e66df0c00,1,prod_3a4a24454c2f7647e72f669d,sell_6b7d9813de011da077f25003,2025-07-25 12:04:44.596115,244.84,26.49
ord_ad27b40f3fa81f1043391c0f,1,prod_e5826b7e5a70bcacd23b0896,sell_dd3aa10f7918697753f140e9,2025-08-08 10:48:37.104116,384.98,76.8
ord_d58080b07f969d862ba41c82,1,prod_ecc1a1823fe974567eb90d3e,sell_c4033de62b4b17745240d20c,2025-07-28 03:56:21.521835,65.07,10.9
ord_11b7101429ffaf846cef58e1,1,prod_701dd5e5eeb6f3249f5409f5,sell_2439f205ce4dc41af4fd2ad5,2025-07-25 23:02:36.500632,705.14,9.69
ord_11b7101429ffaf846cef58e1,2,prod_b7f373357cb11f2733443ce7,sell_0f1eed05660959a8a6570027,2025-07-27 17:53:09.943814,892.07,29.26
ord_f52a0f5eb8c3d857af5b132a,1,prod_ce1ffeb555842ed5419d85df,sell_a5170162c83377b1c50a6479,2025-07-13 08:14:50.988385,14.27,2.59
ord_f41d5ffde26413b3009f3640,1,prod_ef23be3326e12aedf8eec20e,sell_5543946f91f8cf89e827bda1,2025-07-21 01:44:05.321450,286.27,55.32
ord_f41d5ffde26413b3009f3640,2,prod_34b86419f66ea1bba6452ac1,sell_44ca645fe403a2989b78c8ac,2025-07-15 11:01:37.685684,526.97,18.69
ord_60f755a665624d9aea8512bb,1,prod_2444dd235c6767cbf9f7941d,sell_a29fa626a2124d50c26a32f3,2025-08-07 07:40:23.744442,439.76,69.02
ord_ec5b769ee1a786d665a074ee,1,prod_1ae69ba5d6b3ae44d263bb65,sell_3a5a0a8db4ca7e24739e97fb,2025-08-03 01:28:23.854910,147.48,6.0
ord_4f39f4166b4c8781fadddfb9,1,prod_bb994d83e2eaec1f2611673d,sell_bd0973e771ce74232d4b6a57,2025-07-31 05:48:11.124791,68.35,10.81
ord_4f39f4166b4c8781fadddfb9,2,prod_e65eddc85a7f0d79d5b57a43,sell_46d9495086dd2e44a85bdc8b,2025-08-07 16:11:54.107555,219.65,40.62
ord_db6bd0e3f633a1a49703d670,1,prod_228b7f3eb6099ef9636f68bc,sell_95f9a1d94f08d360dcd5726f,2025-07-19 23:11:52.864928,548.26,85.3
ord_2d03027109bc0c260b9d413e,1,prod_6e9cb4273a78dab4e2f3535e,sell_a3d03c2fb651fa449c9e498f,2025-07-28 21:14:12.560354,104.23,2.9
ord_e2fa5098586e91fb4c68a4bc,1,prod_fb44af7988d11759189fcae5,sell_440ca608f3f3d63bdb0a4eef,2025-08-08 14:39:49.339771,122.09,16.72
ord_e2fa5098586e91fb4c68a4bc,2,prod_e5d2d57b39d1e3339504efd5,sell_bad107e313722c26995c2044,2025-07-27 21:32:59.326992,224.75,39.79
ord_e2fa5098586e91fb4c68a4bc,3,prod_43a8a0790d0382cf6485a038,sell_6c18c9ac7691c1db04f45782,2025-07-25 11:27:12.810012,1582.8,78.38
ord_e2fa5098586e91fb4c68a4bc,4,prod_9ba8f6066445f483348f787a,sell_f8ced0d7b88f90ec3a0124ba,2025-07-14 03:22:46.395996,1350.42,169.78
ord_e2fa5098586e91fb4c68a4bc,5,prod_9f4eabb3ec63e5b2ee052f95,sell_476d502159c75a503ff85c94,2025-08-01 11:09:23.019937,40.0,0.66
ord_6a79f81790c7979b63008904,1,prod_2259a2dc2d227883e9009217,sell_f937f2a621b5c6c0223896a3,2025-08-01 19:28:13.584332,162.71,28.13
ord_6a79f81790c7979b63008904,2,prod_9619135fb19b65feb461ed5d,sell_83f6b8a2eee6437281f50f73,2025-08-09 03:53:33.524000,1360.31,187.89
ord_740a1408cca52982beb63a2a,1,prod_1b9e60721372c8b42cceed5b,sell_d9267aaf00d3e53721f12030,2025-07-30 00:55:05.746998,262.84,11.72
ord_740a1408cca52982beb63a2a,2,prod_ed6a51e433969503740edd3b,sell_ad607f2faf0cb523b07da645,2025-07-16 05:56:23.978261,16.13,0.3
ord_92ea1bed36b35e8e10251206,1,prod_3ea2046bb294bd585f89e54b,sell_06c5a92a10f2e9b2a9d28f66,2025-08-05 07:46:06.373000,509.25,78.4
ord_4d14919403f8b2773a7765e7,1,prod_d85f06883e33a3175d146cd4,sell_3b2ea402b97d17b3b1e63832,2025-07-31 05:29:11.213138,788.74,69.17
ord_44dd7eca1ea2d5f823b8c1c1,1,prod_404aee14dfaf067dd4c59c6b,sell_8e18094f406e8337677204e7,2025-07-20 23:27:07.586405,164.66,32.02
ord_4d8346d53d7ffc0e40470793,1,prod_ed43e49415fd1d68119b3893,sell_97dda87ceb5a8001f72e9194,2025-07-27 08:53:18.596302,799.97,110.59
ord_4d8346d53d7ffc0e40470793,2,prod_72aa09f9c02b2fc05ee1a7e0,sell_f2349885a72136e5bef4780a,2025-07-13 01:09:44.219935,136.51,21.86
ord_2fa4de43fde221bb27c49b54,1,prod_0d0f06ee2ddbef5bdc70b7f6,sell_b8d97f493d438ca309b2475a,2025-07-18 16:28:40.089608,54.58,10.51
ord_2fa4de43fde221bb27c49b54,2,prod_f011c206741786234d2c8270,sell_93a0cbc180faec1f5f685df2,2025-07-19 19:54:11.388072,1497.47,269.31
ord_1b3db8e2236b05a00691e761,1,prod_e75050b0ee3b24ba5ad78032,sell_3418623e119e765ca64be517,2025-07-25 18:03:03.029627,125.64,9.97
ord_1b3db8e2236b05a00691e761,2,prod_0f50f40469a16eba719cc78c,sell_1ad4b15241b057b60cc1be72,2025-07-12 17:34:12.365191,269.43,20.78
ord_068c47bf3459768dc5e65581,1,prod_68729e4a4b39e484dfd95810,sell_58c67d9ae3b53afc27b3a880,2025-08-07 17:08:00.843118,954.65,162.91
ord_068c47bf3459768dc5e65581,2,prod_7ba3201386c92077a83262b4,sell_dd22e2c8b0de117b4cd8adac,2025-08-02 08:54:06.435325,1770.97,5.73
ord_ef91593e7df669951d8aa527,1,prod_97f29b334d10365b97d10a8d,sell_d4c0470a9c4a428ed01b0741,2025-07-12 04:39:13.206188,94.38,8.52
ord_a33765478592e9d295977faf,1,prod_99b91ab20979ca602f060075,sell_6b286053baab24ae9a8cc59b,2025-07-16 03:28:55.675735,178.37,14.82
ord_3fe282e815c1c660c36d689d,1,prod_f1579ab2526360d02e771990,sell_b7c37f0dda623dec7aa48120,2025-08-02 03:41:59.832303,368.14,45.72
ord_3fe282e815c1c660c36d689d,2,prod_1b45e798b7564f6dd6162372,sell_6c2d7f30ec5e5ff99ad561a5,2025-08-04 13:20:01.519070,963.77,165.94
ord_4418fde4e5056393ed124ec7,1,prod_5e64e9e1cdf7580f10506cf4,sell_de3759225f4a89ce9b90676c,2025-07-22 18:44:42.928602,487.67,28.26
ord_4418fde4e5056393ed124ec7,2,prod_eb22df464dc879b0da022c9d,sell_b9a55fc15b68ee2fb59aeaa0,2025-08-03 18:08:13.267400,76.06,14.46
ord_3b4383abc9c28db8c1ecb025,1,prod_dd4dbd98c865c7c5e14d3bc7,sell_6a43cb196978d340d2e38d17,2025-07-30 02:44:21.416845,79.66,8.06
ord_3b4383abc9c28db8c1ecb025,2,prod_b7132baa089cf7d7295337a5,sell_e2d530163af01537004b6148,2025-07-23 11:09:33.769848,79.03,15.37
ord_461b355ab17599e164ff29de,1,prod_78c0a3e2716d663338bd1fd8,sell_1cd69bce54d3a3ebcb4dcc5c,2025-07-14 17:03:11.527434,246.39,18.31
ord_a4945fd471e159147638e879,1,prod_047512d54c05c7b4a46bc3d9,sell_14ea76c70f64d5a00ac976f5,2025-08-04 17:04:31.898544,80.71,4.5
ord_a4945fd471e159147638e879,2,prod_83ca11148ed0bcc434ede08d,sell_304acec0b13134a5017baaab,2025-08-10 02:07:34.046008,667.17,104.56
ord_bbe38a3c7ad2a866ea58128b,1,prod_287946e898fd0d43ef4f1f4d,sell_74a4d7dc6c64cb629f4e06d7,2025-07-13 05:08:48.785970,503.86,29.16
ord_bff4e9ae870314d6d38d3c58,1,prod_8a915d679f0123bb9d54b354,sell_040a0f4209ef7f6dedf7203f,2025-07-25 04:56:57.569740,146.28,11.0
ord_99bf5b0f00f39864c4d637d0,1,prod_2e65d81c2b3c85804bb2846c,sell_8d026da0b1937fc163879545,2025-07-21 17:00:06.991226,52.14,5.2
ord_99bf5b0f00f39864c4d637d0,2,prod_569c776d614e719dfeaf23a3,sell_de75ea106a6722dd0aa3e2e2,2025-07-18 11:51:28.785444,96.33,12.49
ord_e6b2e4c08fddcbcdcbfb0353,1,prod_062c57a0fcf26c12afcd97ff,sell_2f53348fffe24983cd0c66ac,2025-08-06 05:57:28.890470,31.98,3.67
ord_300f33e3d5a590802cf9de5c,1,prod_3ce8aa0b20ad7bca63827373,sell_81e27fa56c7b4e1978d978f3,2025-07-12 00:02:52.614424,49.58,3.29
ord_300f33e3d5a590802cf9de5c,2,prod_57e69ba349958b69d415340a,sell_f0fcf83376e82ad6832dac15,2025-07-14 09:54:53.954542,70.21,12.82
ord_29b9c1a32c1688749ff92c1e,1,prod_39c9e4baa24b7b9ce02fa11d,sell_ce72a17146bc828606196888,2025-07-15 10:06:56.080520,1146.63,17.04
ord_7075695a298e275e48cfa18d,1,prod_d8a44f60acb1c1b170a9874b,sell_96fa0479957b0c6f912b38c6,2025-07-28 05:38:58.567915,186.41,27.68
ord_6d29e17eaceda46b7dc03c99,1,prod_04707d9a665767ab4069874a,sell_d9af921113bca0dffa83246f,2025-07-26 03:21:05.258050,229.5,1.06
ord_a9017ee7a408e6d99d0c255f,1,prod_95dc06d74534150394ca7e67,sell_6f1b183b0adacca4e8b282b7,2025-07-30 13:10:13.614074,1400.49,192.84
ord_4b868b6fe2f69264318b92f1,1,prod_bc112f11b48191898d720680,sell_5cf77f869b9079368f5f34f8,2025-07-20 06:10:10.375119,97.02,5.15
ord_6996632c647e2cdeae9f806a,1,prod_915775e30cd1b7672826cb50,sell_b0282f0ee899f6f8a52a197b,2025-07-31 15:18:50.115129,19.99,1.52
ord_8cea67cd2680a60deb2f25ec,1,prod_5445e7a6fe28df4a32d1795b,sell_8400fbed1bb2704be59129b3,2025-08-03 11:15:48.547139,148.84,16.56
ord_78c7a30626b45af62070c43f,1,prod_1914379e70fbb97ea1484ae4,sell_7f746a55e0ba8b0d714acc28,2025-08-07 17:08:24.286474,568.48,45.54
ord_78c7a30626b45af62070c43f,2,prod_f8a62dd7dcf52771d8f77b4e,sell_21b670e3148e3bbd450f2871,2025-07-16 03:21:27.089558,1304.23,14.01
ord_78c7a30626b45af62070c43f,3,prod_d77265b2b304f39b88b3d05a,sell_0904d2c6d005e046da2d23e0,2025-07-22 00:20:33.867874,120.87,18.21
ord_f86cebe138160717a9a3f6b1,1,prod_b0a89fb9bba66b2f6ca3acbb,sell_ed9470442404a48a01c3e273,2025-07-21 17:15:35.708620,24.47,2.12
ord_faa365e466f9c7523a588861,1,prod_3092a9b71bb0363da54c949b,sell_dd22e2c8b0de117b4cd8adac,2025-07-25 16:43:30.015136,1582.26,241.56
ord_faa365e466f9c7523a588861,2,prod_a45a7db65503cbace96c12a9,sell_74da0b49c0a79d1be4da5d68,2025-07-28 06:44:42.492983,56.53,8.68
